PositionX, PositionY, is_walkable, is_shootable,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility
22, 16, 1, 1, 28, 32, 28, 72, 52, 44, 28, 28, 54
22, 17, 1, 1, 29, 33, 27, 71, 51, 43, 29, 29, 59
22, 18, 1, 1, 30, 34, 26, 70, 50, 42, 30, 30, 63
22, 19, 1, 1, 31, 35, 25, 69, 49, 41, 31, 31, 66
22, 20, 1, 1, 32, 36, 24, 68, 48, 40, 32, 32, 67
22, 21, 1, 1, 33, 37, 23, 67, 47, 39, 33, 33, 69
22, 22, 1, 1, 34, 38, 22, 66, 46, 38, 34, 34, 70
22, 23, 1, 1, 35, 39, 21, 65, 45, 37, 35, 35, 71
22, 24, 1, 1, 36, 40, 20, 64, 44, 36, 36, 36, 72
22, 25, 1, 1, 37, 41, 19, 63, 43, 35, 37, 37, 72
22, 26, 1, 1, 38, 42, 20, 64, 42, 34, 38, 38, 73
22, 27, 1, 1, 39, 43, 21, 65, 41, 33, 39, 39, 72
22, 28, 1, 1, 40, 44, 22, 66, 40, 32, 40, 40, 72
22, 29, 1, 1, 41, 45, 23, 67, 39, 31, 41, 41, 72
22, 30, 1, 1, 42, 46, 24, 68, 38, 30, 42, 42, 71
22, 31, 1, 1, 43, 47, 25, 69, 37, 29, 43, 43, 70
22, 32, 1, 1, 44, 48, 26, 70, 36, 28, 44, 44, 70
22, 33, 1, 1, 45, 49, 27, 71, 35, 27, 45, 45, 70
22, 34, 1, 1, 46, 50, 28, 72, 34, 26, 46, 46, 71
22, 35, 1, 1, 47, 51, 29, 73, 33, 25, 47, 47, 72
22, 36, 1, 1, 48, 52, 30, 74, 32, 24, 48, 48, 70
22, 37, 1, 1, 49, 53, 31, 75, 31, 23, 49, 49, 69
22, 38, 1, 1, 50, 54, 32, 76, 30, 22, 50, 50, 67
22, 39, 1, 1, 51, 55, 33, 77, 29, 21, 51, 51, 64
22, 40, 1, 1, 52, 56, 34, 78, 28, 20, 52, 52, 61
22, 41, 1, 1, 53, 57, 35, 79, 29, 21, 53, 53, 59
22, 42, 1, 1, 54, 58, 36, 80, 30, 22, 54, 54, 56
22, 43, 1, 1, 55, 59, 37, 81, 31, 23, 55, 55, 53
22, 44, 1, 1, 56, 60, 38, 82, 32, 24, 56, 56, 50
22, 45, 1, 1, 57, 61, 39, 83, 33, 25, 57, 57, 47
22, 46, 1, 1, 58, 62, 40, 84, 32, 24, 58, 58, 45
22, 47, 1, 1, 59, 63, 41, 85, 31, 23, 59, 59, 43
22, 48, 1, 1, 60, 64, 42, 86, 32, 24, 60, 60, 40
22, 49, 1, 1, 61, 65, 43, 87, 33, 25, 61, 61, 38
23, 0, 1, 1, 27, 31, 45, 87, 67, 59, 27, 27, 43
23, 1, 1, 1, 26, 30, 44, 86, 66, 58, 26, 26, 45
23, 2, 1, 1, 25, 29, 43, 85, 65, 57, 25, 25, 47
23, 3, 1, 1, 24, 28, 42, 84, 64, 56, 24, 24, 49
23, 4, 1, 1, 23, 27, 41, 83, 63, 55, 23, 23, 51
23, 5, 1, 1, 22, 26, 40, 82, 62, 54, 22, 22, 53
23, 6, 1, 1, 23, 27, 39, 81, 61, 53, 23, 23, 55
23, 7, 1, 1, 24, 28, 38, 80, 60, 52, 24, 24, 56
23, 8, 1, 1, 25, 29, 37, 79, 59, 51, 25, 25, 57
23, 9, 1, 1, 24, 28, 36, 78, 58, 50, 24, 24, 57
23, 10, 1, 1, 23, 27, 35, 77, 57, 49, 23, 23, 58
23, 11, 1, 1, 22, 26, 34, 76, 56, 48, 22, 22, 58
23, 12, 1, 1, 23, 27, 33, 75, 55, 47, 23, 23, 58
23, 13, 1, 1, 24, 28, 32, 74, 54, 46, 24, 24, 56
23, 14, 1, 1, 25, 29, 31, 73, 53, 45, 25, 25, 53
23, 15, 1, 1, 26, 30, 30, 72, 52, 44, 26, 26, 56
23, 16, 1, 1, 27, 31, 29, 71, 51, 43, 27, 27, 63
23, 17, 1, 1, 28, 32, 28, 70, 50, 42, 28, 28, 65
23, 18, 1, 1, 29, 33, 27, 69, 49, 41, 29, 29, 66
23, 19, 1, 1, 30, 34, 26, 68, 48, 40, 30, 30, 68
23, 20, 1, 1, 31, 35, 25, 67, 47, 39, 31, 31, 69
23, 21, 1, 1, 32, 36, 24, 66, 46, 38, 32, 32, 71
23, 22, 1, 1, 33, 37, 23, 65, 45, 37, 33, 33, 72
23, 23, 1, 1, 34, 38, 22, 64, 44, 36, 34, 34, 73
23, 24, 1, 1, 35, 39, 21, 63, 43, 35, 35, 35, 74
23, 25, 1, 1, 36, 40, 20, 62, 42, 34, 36, 36, 74
23, 26, 1, 1, 37, 41, 21, 63, 41, 33, 37, 37, 74
23, 27, 1, 1, 38, 42, 22, 64, 40, 32, 38, 38, 74
23, 28, 1, 1, 39, 43, 23, 65, 39, 31, 39, 39, 74
23, 29, 1, 1, 40, 44, 24, 66, 38, 30, 40, 40, 74
23, 30, 1, 1, 41, 45, 25, 67, 37, 29, 41, 41, 73
23, 31, 1, 1, 42, 46, 26, 68, 36, 28, 42, 42, 72
23, 32, 1, 1, 43, 47, 27, 69, 35, 27, 43, 43, 72
23, 33, 1, 1, 44, 48, 28, 70, 34, 26, 44, 44, 72
23, 34, 1, 1, 45, 49, 29, 71, 33, 25, 45, 45, 72
23, 35, 1, 1, 46, 50, 30, 72, 32, 24, 46, 46, 72
23, 36, 1, 1, 47, 51, 31, 73, 31, 23, 47, 47, 71
23, 37, 1, 1, 48, 52, 32, 74, 30, 22, 48, 48, 69
23, 38, 1, 1, 49, 53, 33, 75, 29, 21, 49, 49, 66
23, 39, 1, 1, 50, 54, 34, 76, 28, 20, 50, 50, 63
23, 40, 1, 1, 51, 55, 35, 77, 27, 19, 51, 51, 60
23, 41, 1, 1, 52, 56, 36, 78, 28, 20, 52, 52, 58
23, 42, 1, 1, 53, 57, 37, 79, 29, 21, 53, 53, 55
23, 43, 1, 1, 54, 58, 38, 80, 30, 22, 54, 54, 51
23, 44, 1, 1, 55, 59, 39, 81, 31, 23, 55, 55, 47
23, 45, 1, 1, 56, 60, 40, 82, 32, 24, 56, 56, 44
23, 46, 1, 1, 57, 61, 41, 83, 31, 23, 57, 57, 42
23, 47, 1, 1, 58, 62, 42, 84, 30, 22, 58, 58, 41
23, 48, 1, 1, 59, 63, 43, 85, 31, 23, 59, 59, 39
23, 49, 1, 1, 60, 64, 44, 86, 32, 24, 60, 60, 37
24, 0, 1, 1, 26, 30, 46, 86, 66, 58, 26, 26, 41
24, 1, 1, 1, 25, 29, 45, 85, 65, 57, 25, 25, 44
24, 2, 1, 1, 24, 28, 44, 84, 64, 56, 24, 24, 45
24, 3, 1, 1, 23, 27, 43, 83, 63, 55, 23, 23, 47
24, 4, 1, 1, 22, 26, 42, 82, 62, 54, 22, 22, 49
24, 5, 1, 1, 21, 25, 41, 81, 61, 53, 21, 21, 51
24, 6, 1, 1, 22, 26, 40, 80, 60, 52, 22, 22, 53
24, 7, 1, 1, 23, 27, 39, 79, 59, 51, 23, 23, 55
24, 8, 1, 1, 24, 28, 38, 78, 58, 50, 24, 24, 55
24, 9, 1, 1, 23, 27, 37, 77, 57, 49, 23, 23, 56
24, 10, 1, 1, 22, 26, 36, 76, 56, 48, 22, 22, 58
24, 11, 1, 1, 21, 25, 35, 75, 55, 47, 21, 21, 59
24, 12, 1, 1, 22, 26, 34, 74, 54, 46, 22, 22, 61
24, 13, 1, 1, 23, 27, 33, 73, 53, 45, 23, 23, 62
24, 14, 1, 1, 24, 28, 32, 72, 52, 44, 24, 24, 63
24, 15, 1, 1, 25, 29, 31, 71, 51, 43, 25, 25, 65
24, 16, 1, 1, 26, 30, 30, 70, 50, 42, 26, 26, 67
24, 17, 1, 1, 27, 31, 29, 69, 49, 41, 27, 27, 67
24, 18, 1, 1, 28, 32, 28, 68, 48, 40, 28, 28, 68
24, 19, 1, 1, 29, 33, 27, 67, 47, 39, 29, 29, 69
24, 20, 1, 1, 30, 34, 26, 66, 46, 38, 30, 30, 71
24, 21, 1, 1, 31, 35, 25, 65, 45, 37, 31, 31, 72
24, 22, 1, 1, 32, 36, 24, 64, 44, 36, 32, 32, 73
24, 23, 1, 1, 33, 37, 23, 63, 43, 35, 33, 33, 74
24, 24, 1, 1, 34, 38, 22, 62, 42, 34, 34, 34, 75
24, 25, 1, 1, 35, 39, 21, 61, 41, 33, 35, 35, 75
24, 26, 1, 1, 36, 40, 22, 62, 40, 32, 36, 36, 75
24, 27, 1, 1, 37, 41, 23, 63, 39, 31, 37, 37, 74
24, 28, 1, 1, 38, 42, 24, 64, 38, 30, 38, 38, 74
24, 29, 1, 1, 39, 43, 25, 65, 37, 29, 39, 39, 74
24, 30, 1, 1, 40, 44, 26, 66, 36, 28, 40, 40, 74
24, 31, 1, 1, 41, 45, 27, 67, 35, 27, 41, 41, 73
24, 32, 1, 1, 42, 46, 28, 68, 34, 26, 42, 42, 72
24, 33, 1, 1, 43, 47, 29, 69, 33, 25, 43, 43, 72
24, 34, 1, 1, 44, 48, 30, 70, 32, 24, 44, 44, 72
24, 35, 1, 1, 45, 49, 31, 71, 31, 23, 45, 45, 72
24, 36, 1, 1, 46, 50, 32, 72, 30, 22, 46, 46, 70
24, 37, 1, 1, 47, 51, 33, 73, 29, 21, 47, 47, 69
24, 38, 1, 1, 48, 52, 34, 74, 28, 20, 48, 48, 66
24, 39, 1, 1, 49, 53, 35, 75, 27, 19, 49, 49, 63
24, 40, 1, 1, 50, 54, 36, 76, 26, 18, 50, 50, 59
24, 41, 1, 1, 51, 55, 37, 77, 27, 19, 51, 51, 56
24, 42, 1, 1, 52, 56, 38, 78, 28, 20, 52, 52, 52
24, 43, 1, 1, 53, 57, 39, 79, 29, 21, 53, 53, 47
24, 44, 1, 1, 54, 58, 40, 80, 30, 22, 54, 54, 43
24, 45, 1, 1, 55, 59, 41, 81, 31, 23, 55, 55, 41
24, 46, 1, 1, 56, 60, 42, 82, 30, 22, 56, 56, 40
24, 47, 1, 1, 57, 61, 43, 83, 29, 21, 57, 57, 38
24, 48, 1, 1, 58, 62, 44, 84, 30, 22, 58, 58, 37
24, 49, 1, 1, 59, 63, 45, 85, 31, 23, 59, 59, 36
25, 0, 1, 1, 25, 29, 47, 85, 65, 57, 25, 25, 40
25, 1, 1, 1, 24, 28, 46, 84, 64, 56, 24, 24, 42
25, 2, 1, 1, 23, 27, 45, 83, 63, 55, 23, 23, 43
25, 3, 1, 1, 22, 26, 44, 82, 62, 54, 22, 22, 45
25, 4, 1, 1, 21, 25, 43, 81, 61, 53, 21, 21, 47
25, 5, 1, 1, 20, 24, 42, 80, 60, 52, 20, 20, 49
25, 6, 1, 1, 21, 25, 41, 79, 59, 51, 21, 21, 51
25, 7, 1, 1, 22, 26, 40, 78, 58, 50, 22, 22, 53
25, 8, 1, 1, 23, 27, 39, 77, 57, 49, 23, 23, 53
25, 9, 1, 1, 22, 26, 38, 76, 56, 48, 22, 22, 55
25, 10, 1, 1, 21, 25, 37, 75, 55, 47, 21, 21, 57
25, 11, 1, 1, 20, 24, 36, 74, 54, 46, 20, 20, 60
25, 12, 1, 1, 21, 25, 35, 73, 53, 45, 21, 21, 63
25, 13, 1, 1, 22, 26, 34, 72, 52, 44, 22, 22, 64
25, 14, 1, 1, 23, 27, 33, 71, 51, 43, 23, 23, 66
25, 15, 1, 1, 24, 28, 32, 70, 50, 42, 24, 24, 68
25, 16, 1, 1, 25, 29, 31, 69, 49, 41, 25, 25, 69
25, 17, 1, 1, 26, 30, 30, 68, 48, 40, 26, 26, 69
25, 18, 1, 1, 27, 31, 29, 67, 47, 39, 27, 27, 70
25, 19, 1, 1, 28, 32, 28, 66, 46, 38, 28, 28, 71
25, 20, 1, 1, 29, 33, 27, 65, 45, 37, 29, 29, 72
25, 21, 1, 1, 30, 34, 26, 64, 44, 36, 30, 30, 73
25, 22, 1, 1, 31, 35, 25, 63, 43, 35, 31, 31, 74
25, 23, 1, 1, 32, 36, 24, 62, 42, 34, 32, 32, 74
25, 24, 1, 1, 33, 37, 23, 61, 41, 33, 33, 33, 76
25, 25, 1, 1, 34, 38, 22, 60, 40, 32, 34, 34, 76
25, 26, 1, 1, 35, 39, 23, 61, 39, 31, 35, 35, 75
25, 27, 1, 1, 36, 40, 24, 62, 38, 30, 36, 36, 74
25, 28, 1, 1, 37, 41, 25, 63, 37, 29, 37, 37, 74
25, 29, 1, 1, 38, 42, 26, 64, 36, 28, 38, 38, 74
25, 30, 1, 1, 39, 43, 27, 65, 35, 27, 39, 39, 73
25, 31, 1, 1, 40, 44, 28, 66, 34, 26, 40, 40, 73
25, 32, 1, 1, 41, 45, 29, 67, 33, 25, 41, 41, 73
25, 33, 1, 1, 42, 46, 30, 68, 32, 24, 42, 42, 72
25, 34, 1, 1, 43, 47, 31, 69, 31, 23, 43, 43, 72
25, 35, 1, 1, 44, 48, 32, 70, 30, 22, 44, 44, 71
25, 36, 1, 1, 45, 49, 33, 71, 29, 21, 45, 45, 70
25, 37, 1, 1, 46, 50, 34, 72, 28, 20, 46, 46, 68
25, 38, 1, 1, 47, 51, 35, 73, 27, 19, 47, 47, 65
25, 39, 1, 1, 48, 52, 36, 74, 26, 18, 48, 48, 61
25, 40, 1, 1, 49, 53, 37, 75, 25, 17, 49, 49, 57
25, 41, 1, 1, 50, 54, 38, 76, 26, 18, 50, 50, 53
25, 42, 1, 1, 51, 55, 39, 77, 27, 19, 51, 51, 45
25, 43, 1, 1, 52, 56, 40, 78, 28, 20, 52, 52, 40
25, 44, 1, 1, 53, 57, 41, 79, 29, 21, 53, 53, 38
25, 45, 1, 1, 54, 58, 42, 80, 30, 22, 54, 54, 37
25, 46, 1, 1, 55, 59, 43, 81, 29, 21, 55, 55, 36
25, 47, 1, 1, 56, 60, 44, 82, 28, 20, 56, 56, 36
25, 48, 1, 1, 57, 61, 45, 83, 29, 21, 57, 57, 36
25, 49, 1, 1, 58, 62, 46, 84, 30, 22, 58, 58, 35
26, 0, 1, 1, 24, 28, 48, 84, 64, 56, 24, 24, 38
26, 1, 1, 1, 23, 27, 47, 83, 63, 55, 23, 23, 40
26, 2, 1, 1, 22, 26, 46, 82, 62, 54, 22, 22, 41
26, 3, 1, 1, 21, 25, 45, 81, 61, 53, 21, 21, 43
26, 4, 1, 1, 20, 24, 44, 80, 60, 52, 20, 20, 44
26, 5, 1, 1, 19, 23, 43, 79, 59, 51, 19, 19, 46
26, 6, 1, 1, 20, 24, 42, 78, 58, 50, 20, 20, 47
26, 7, 1, 1, 21, 25, 41, 77, 57, 49, 21, 21, 47
26, 8, 1, 1, 22, 26, 40, 76, 56, 48, 22, 22, 50
26, 9, 1, 1, 21, 25, 39, 75, 55, 47, 21, 21, 53
26, 10, 1, 1, 20, 24, 38, 74, 54, 46, 20, 20, 56
26, 11, 1, 1, 19, 23, 37, 73, 53, 45, 19, 19, 59
26, 12, 1, 1, 20, 24, 36, 72, 52, 44, 20, 20, 62
26, 13, 1, 1, 21, 25, 35, 71, 51, 43, 21, 21, 65
26, 14, 1, 1, 22, 26, 34, 70, 50, 42, 22, 22, 67
26, 15, 1, 1, 23, 27, 33, 69, 49, 41, 23, 23, 69
26, 16, 1, 1, 24, 28, 32, 68, 48, 40, 24, 24, 70
26, 17, 1, 1, 25, 29, 31, 67, 47, 39, 25, 25, 71
26, 18, 1, 1, 26, 30, 30, 66, 46, 38, 26, 26, 72
26, 19, 1, 1, 27, 31, 29, 65, 45, 37, 27, 27, 72
26, 20, 1, 1, 28, 32, 28, 64, 44, 36, 28, 28, 73
26, 21, 1, 1, 29, 33, 27, 63, 43, 35, 29, 29, 74
26, 22, 1, 1, 30, 34, 26, 62, 42, 34, 30, 30, 75
26, 23, 1, 1, 31, 35, 25, 61, 41, 33, 31, 31, 76
26, 24, 1, 1, 32, 36, 24, 60, 40, 32, 32, 32, 75
26, 25, 1, 1, 33, 37, 23, 59, 39, 31, 33, 33, 76
26, 26, 1, 1, 34, 38, 24, 60, 38, 30, 34, 34, 75
26, 27, 1, 1, 35, 39, 25, 61, 37, 29, 35, 35, 74
26, 28, 1, 1, 36, 40, 26, 62, 36, 28, 36, 36, 73
26, 29, 1, 1, 37, 41, 27, 63, 35, 27, 37, 37, 73
26, 30, 1, 1, 38, 42, 28, 64, 34, 26, 38, 38, 72
26, 31, 1, 1, 39, 43, 29, 65, 33, 25, 39, 39, 71
26, 32, 1, 1, 40, 44, 30, 66, 32, 24, 40, 40, 72
26, 33, 1, 1, 41, 45, 31, 67, 31, 23, 41, 41, 71
26, 34, 1, 1, 42, 46, 32, 68, 30, 22, 42, 42, 72
26, 35, 1, 1, 43, 47, 33, 69, 29, 21, 43, 43, 71
26, 36, 1, 1, 44, 48, 34, 70, 28, 20, 44, 44, 69
26, 37, 1, 1, 45, 49, 35, 71, 27, 19, 45, 45, 67
26, 38, 1, 1, 46, 50, 36, 72, 26, 18, 46, 46, 64
26, 39, 1, 1, 47, 51, 37, 73, 25, 17, 47, 47, 60
26, 40, 1, 1, 48, 52, 38, 74, 24, 16, 48, 48, 54
26, 41, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
26, 42, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
26, 43, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
26, 44, 1, 1, 54, 58, 42, 80, 30, 22, 54, 54, 29
26, 45, 1, 1, 55, 59, 43, 81, 29, 21, 55, 55, 31
26, 46, 1, 1, 56, 60, 44, 82, 28, 20, 56, 56, 32
26, 47, 1, 1, 55, 59, 45, 81, 27, 19, 55, 55, 33
26, 48, 1, 1, 56, 60, 46, 82, 28, 20, 56, 56, 34
26, 49, 1, 1, 57, 61, 47, 83, 29, 21, 57, 57, 34
27, 0, 1, 1, 23, 27, 49, 83, 63, 55, 23, 23, 37
27, 1, 1, 1, 22, 26, 48, 82, 62, 54, 22, 22, 38
27, 2, 1, 1, 21, 25, 47, 81, 61, 53, 21, 21, 39
27, 3, 1, 1, 20, 24, 46, 80, 60, 52, 20, 20, 40
27, 4, 1, 1, 19, 23, 45, 79, 59, 51, 19, 19, 41
27, 5, 1, 1, 18, 22, 44, 78, 58, 50, 18, 18, 42
27, 6, 1, 1, 19, 23, 43, 77, 57, 49, 19, 19, 41
27, 7, 1, 1, 20, 24, 42, 76, 56, 48, 20, 20, 39
27, 8, 1, 1, 21, 25, 41, 75, 55, 47, 21, 21, 42
27, 9, 1, 1, 20, 24, 40, 74, 54, 46, 20, 20, 51
27, 10, 1, 1, 19, 23, 39, 73, 53, 45, 19, 19, 55
27, 11, 1, 1, 18, 22, 38, 72, 52, 44, 18, 18, 58
27, 12, 1, 1, 19, 23, 37, 71, 51, 43, 19, 19, 62
27, 13, 1, 1, 20, 24, 36, 70, 50, 42, 20, 20, 65
27, 14, 1, 1, 21, 25, 35, 69, 49, 41, 21, 21, 68
27, 15, 1, 1, 22, 26, 34, 68, 48, 40, 22, 22, 69
27, 16, 1, 1, 23, 27, 33, 67, 47, 39, 23, 23, 70
27, 17, 1, 1, 24, 28, 32, 66, 46, 38, 24, 24, 71
27, 18, 1, 1, 25, 29, 31, 65, 45, 37, 25, 25, 72
27, 19, 1, 1, 26, 30, 30, 64, 44, 36, 26, 26, 73
27, 20, 1, 1, 27, 31, 29, 63, 43, 35, 27, 27, 74
27, 21, 1, 1, 28, 32, 28, 62, 42, 34, 28, 28, 75
27, 22, 1, 1, 29, 33, 27, 61, 41, 33, 29, 29, 75
27, 23, 1, 1, 30, 34, 26, 60, 40, 32, 30, 30, 76
27, 24, 1, 1, 31, 35, 25, 59, 39, 31, 31, 31, 75
27, 25, 1, 1, 32, 36, 24, 58, 38, 30, 32, 32, 76
27, 26, 1, 1, 33, 37, 25, 59, 37, 29, 33, 33, 74
27, 27, 1, 1, 34, 38, 26, 60, 36, 28, 34, 34, 73
27, 28, 1, 1, 35, 39, 27, 61, 35, 27, 35, 35, 72
27, 29, 1, 1, 36, 40, 28, 62, 34, 26, 36, 36, 71
27, 30, 1, 1, 37, 41, 29, 63, 33, 25, 37, 37, 70
27, 31, 1, 1, 38, 42, 30, 64, 32, 24, 38, 38, 70
27, 32, 1, 1, 39, 43, 31, 65, 31, 23, 39, 39, 70
27, 33, 1, 1, 40, 44, 32, 66, 30, 22, 40, 40, 70
27, 34, 1, 1, 41, 45, 33, 67, 29, 21, 41, 41, 69
27, 35, 1, 1, 42, 46, 34, 68, 28, 20, 42, 42, 68
27, 36, 1, 1, 43, 47, 35, 69, 27, 19, 43, 43, 67
27, 37, 1, 1, 44, 48, 36, 70, 26, 18, 44, 44, 64
27, 38, 1, 1, 45, 49, 37, 71, 25, 17, 45, 45, 62
27, 39, 1, 1, 46, 50, 38, 72, 24, 16, 46, 46, 58
27, 40, 1, 1, 47, 51, 39, 73, 23, 15, 47, 47, 47
27, 41, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
27, 42, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
27, 43, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
27, 44, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
27, 45, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
27, 46, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
27, 47, 1, 1, 54, 58, 46, 80, 26, 18, 54, 54, 28
27, 48, 1, 1, 55, 59, 47, 81, 27, 19, 55, 55, 33
27, 49, 1, 1, 56, 60, 48, 82, 28, 20, 56, 56, 32
28, 0, 1, 1, 22, 26, 50, 82, 62, 54, 22, 22, 34
28, 1, 1, 1, 21, 25, 49, 81, 61, 53, 21, 21, 36
28, 2, 1, 1, 20, 24, 48, 80, 60, 52, 20, 20, 37
28, 3, 1, 1, 19, 23, 47, 79, 59, 51, 19, 19, 37
28, 4, 1, 1, 18, 22, 46, 78, 58, 50, 18, 18, 36
28, 5, 1, 1, 17, 21, 45, 77, 57, 49, 17, 17, 33
28, 6, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 7, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 8, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 9, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 10, 1, 1, 18, 22, 40, 72, 52, 44, 18, 18, 50
28, 11, 1, 1, 17, 21, 39, 71, 51, 43, 17, 17, 55
28, 12, 1, 1, 18, 22, 38, 70, 50, 42, 18, 18, 60
28, 13, 1, 1, 19, 23, 37, 69, 49, 41, 19, 19, 64
28, 14, 1, 1, 20, 24, 36, 68, 48, 40, 20, 20, 67
28, 15, 1, 1, 21, 25, 35, 67, 47, 39, 21, 21, 68
28, 16, 1, 1, 22, 26, 34, 66, 46, 38, 22, 22, 69
28, 17, 1, 1, 23, 27, 33, 65, 45, 37, 23, 23, 71
28, 18, 1, 1, 24, 28, 32, 64, 44, 36, 24, 24, 72
28, 19, 1, 1, 25, 29, 31, 63, 43, 35, 25, 25, 74
28, 20, 1, 1, 26, 30, 30, 62, 42, 34, 26, 26, 74
28, 21, 1, 1, 27, 31, 29, 61, 41, 33, 27, 27, 75
28, 22, 1, 1, 28, 32, 28, 60, 40, 32, 28, 28, 75
28, 23, 1, 1, 29, 33, 27, 59, 39, 31, 29, 29, 75
28, 24, 1, 1, 30, 34, 26, 58, 38, 30, 30, 30, 75
28, 25, 1, 1, 31, 35, 25, 57, 37, 29, 31, 31, 74
28, 26, 1, 1, 32, 36, 26, 58, 36, 28, 32, 32, 73
28, 27, 1, 1, 33, 37, 27, 59, 35, 27, 33, 33, 72
28, 28, 1, 1, 34, 38, 28, 60, 34, 26, 34, 34, 71
28, 29, 1, 1, 35, 39, 29, 61, 33, 25, 35, 35, 68
28, 30, 1, 1, 36, 40, 30, 62, 32, 24, 36, 36, 67
28, 31, 1, 1, 37, 41, 31, 63, 31, 23, 37, 37, 67
28, 32, 1, 1, 38, 42, 32, 64, 30, 22, 38, 38, 68
28, 33, 1, 1, 39, 43, 33, 65, 29, 21, 39, 39, 67
28, 34, 1, 1, 40, 44, 34, 66, 28, 20, 40, 40, 66
28, 35, 1, 1, 41, 45, 35, 67, 27, 19, 41, 41, 65
28, 36, 1, 1, 42, 46, 36, 68, 26, 18, 42, 42, 64
28, 37, 1, 1, 43, 47, 37, 69, 25, 17, 43, 43, 61
28, 38, 1, 1, 44, 48, 38, 70, 24, 16, 44, 44, 58
28, 39, 1, 1, 45, 49, 39, 71, 23, 15, 45, 45, 53
28, 40, 1, 1, 46, 50, 40, 72, 22, 14, 46, 46, 46
28, 41, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 42, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 43, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 44, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 45, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 46, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
28, 47, 1, 1, 53, 57, 47, 79, 25, 17, 53, 53, 19
28, 48, 1, 1, 54, 58, 48, 80, 26, 18, 54, 54, 28
28, 49, 1, 1, 55, 59, 49, 81, 27, 19, 55, 55, 29
29, 0, 1, 1, 21, 25, 51, 81, 61, 53, 21, 21, 32
29, 1, 1, 1, 20, 24, 50, 80, 60, 52, 20, 20, 33
29, 2, 1, 1, 19, 23, 49, 79, 59, 51, 19, 19, 33
29, 3, 1, 1, 18, 22, 48, 78, 58, 50, 18, 18, 33
29, 4, 1, 1, 17, 21, 47, 77, 57, 49, 17, 17, 31
29, 5, 1, 1, 16, 20, 46, 76, 56, 48, 16, 16, 25
29, 6, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
29, 7, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
29, 8, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
29, 9, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
29, 10, 0, 0, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 100000000, 0
29, 11, 1, 1, 16, 20, 40, 70, 50, 42, 16, 16, 50
29, 12, 1, 1, 17, 21, 39, 69, 49, 41, 17, 17, 59
29, 13, 1, 1, 18, 22, 38, 68, 48, 40, 18, 18, 62
29, 14, 1, 1, 19, 23, 37, 67, 47, 39, 19, 19, 64
29, 15, 1, 1, 20, 24, 36, 66, 46, 38, 20, 20, 66
29, 16, 1, 1, 21, 25, 35, 65, 45, 37, 21, 21, 68
29, 17, 1, 1, 22, 26, 34, 64, 44, 36, 22, 22, 69
29, 18, 1, 1, 23, 27, 33, 63, 43, 35, 23, 23, 71
29, 19, 1, 1, 24, 28, 32, 62, 42, 34, 24, 24, 72
